title,desc,date,link
职业打假争议21年 法官：维权需理性避免天价索赔,...在市场中不被淘汰，为生存甚至不择手段，这样就会不可避免地出现生产假冒伪劣产品、虚假宣传等不正当竞争行为。”有假货就有打假，《消法》...对如何界定并没有统一标准。吴景明认为，这些人的行为对打击假冒伪劣、震慑不法经营者客观上有一定积极作用，实现了政府执法部门无法做到的...有一些人专挑信誉好、赔偿能力强的经营者下手，因此难以起到真正制止假冒伪劣行为，而且干扰了经营者的正常经营秩序。吴景明提出，应对此类人群...,2016-03-15 08:30,http://www.njdaily.cn/2016/0315/1346185.shtml
打假，毋需陷入“英雄”“刁民”的误争,...副假冒耳机求索赔……职业打假人花很多钱购买次品、假货，他们以发现假冒伪劣商品为目标，以知假买假索赔挣钱为目的，他们追逐的，是“退...，为他们生长起到了助推的作用。要想这个行业销声匿迹，只有杜绝假冒伪劣，舍此并无他途。故而“英雄”“刁民”的争论，纯粹是一场于事无补...是市场“清道夫”和“啄木鸟”，其实并不过誉。没有他们给某些不良商家以警示，假冒伪劣不知还会怎样泛滥，又会泛滥到何种程度。况且，正是因为他们毁掉...,2016-03-18 07:09,http://www.njdaily.cn/2016/0318/1348978.shtml
多部委出招规范“双11” 强调不得先涨价再打折,...以假充真。资料图。　张悦 摄集中打假将曝光典型案例在往年“双11”期间，一些商家以次充好，销售假冒伪劣商品，因此，假货问题也广为消费者诟病。对此，工商总局要求，不得借机以次充好，以假充真。禁止以假劣...。届时，还将集中曝光典型案件，提高电商执法打假的影响力和震慑力。对于可能出现的网上销售假冒伪劣商品问题，商务部也表示，根据今年初印发的《2016年全国打击侵犯知识产权和制售假冒伪劣商品工作要点...,2016-11-10 06:21,http://www.njdaily.cn/2016/1110/1520282.shtml
多部委出招规范“双11” 强调不得先涨价再打折　　,...涨价再打折，借机以次充好，以假充真。集中打假将曝光典型案例在往年“双11”期间，一些商家以次充好，销售假冒伪劣商品，因此，假货问题也广为消费者诟病。对此，工商总局要求，不得借机以次充好，以假充真。禁止以...届时，还将集中曝光典型案件，提高电商执法打假的影响力和震慑力。对于可能出现的网上销售假冒伪劣商品问题，商务部也表示，根据今年初印发的《2016年全国打击侵犯知识产权和制售假冒伪劣商品工作要点...,2016-11-10 08:22,http://www.njdaily.cn/2016/1110/1520379.shtml
多部委出招规范双11强调不得先涨价再打折,...以假充真。资料图。　张悦 摄集中打假将曝光典型案例在往年“双11”期间，一些商家以次充好，销售假冒伪劣商品，因此，假货问题也广为消费者诟病。对此，工商总局要求，不得借机以次充好，以假充真。禁止以...。届时，还将集中曝光典型案件，提高电商执法打假的影响力和震慑力。对于可能出现的网上销售假冒伪劣商品问题，商务部也表示，根据今年初印发的《2016年全国打击侵犯知识产权和制售假冒伪劣商品工作要点》...,2016-11-10 08:45,http://www.njdaily.cn/2016/1110/1520421.shtml
马云呼吁打假货中国企业家俱乐部53位理事力挺,...企业家俱乐部的声明表示，“前日，我们注意到人大代表政协委员关于惩治中国假冒伪劣现象的呼吁;今日，我们读到了马云先生的微博全文。从...，推动法治进程打造“天下无假”时代;两会代表委员的呼声反映出各界人士对假冒伪劣的鞭笞和治理之心切;二，市场经济三十余年，绝大部分企业靠诚信经营...繁荣。三，我们呼吁企业界坚守诚信，坚持从商正道，在任何时候向假冒伪劣说不，不制假不售假，不与售假企业合作;我们呼吁政府重视提高...,2017-03-08 14:22,http://www.njdaily.cn/2017/0308/1587033.shtml
味千消毒粉泡完餐具直接用 专家称应担刑事责任,...赔偿问题。二是如果数额很大——因为味千拉面连锁店非常多，量已经达到销售假冒伪劣产品的刑事责任。马光远说，要真的认真的话，刑事肯定是成立的，这是毫无疑问的。三是行政责任，味千拉面销售假冒伪劣产品，工商部门应该对它进行罚款或者吊销营业执照等。味千拉面骨汤制作过程...问题。二是如果数额很大——因为味千拉面连锁店非常多，量已经达到销售假冒伪劣产品的刑事责任。马光远说，要真的认真的话，刑事肯定是成立的，...,2011-07-30 14:04,http://www.njdaily.cn/2011/0730/7277.shtml
既要打击“傍名牌”，还应帮助创名牌,...以制假为生的企业，该如何引导它们从“傍名牌”走向“创名牌”。随着国务院开展的打击侵犯知识产权和制售假冒伪劣商品专项行动逐渐深入，如生产全国90%以上假冒运动鞋的福建莆田等一大批制假、贩假的黑色产业链相继浮...亿元。通过这次对假冒伪劣商品的全面出击，一些新的制假贩假特点暴露在广大消费者面前：例如当前的假冒伪劣产品的制造已经超越了以往的粗制滥造，很多假冒商品的生产水平和制作工艺与真品越来越接近，让执法...,2011-11-25 10:37,http://www.njdaily.cn/2011/1125/45429.shtml
夫子庙景区综合整治百日行动计划新闻发布会现场文字实录,...小品，具体怎么样去细化，方案出台以后 要解决这个问题。第三个关于假冒伪劣的问题，我们工商分局在这个地方，请工商局做个接招。工商局：...力度，特别是在去年，全国工商系统开展了双打 专项活动当中，对夫子庙假冒伪劣产品进行重点巡查，下一步在区政府统一领导下，一个加大巡查力度...个社区都设立了投 诉站，还有12315流动车，通过投诉渠道来杜绝假冒伪劣产品进一步泛滥，谢谢大家。王德生：谢谢。关于夫子庙景区的整治...,2012-04-10 17:52,http://www.njdaily.cn/2012/0410/120129.shtml
江苏男子卖300余桶假油漆到榆林,...贩卖假冒伪劣油漆案件。近日，鼓楼派出所民警获得线索，一江苏籍男子在榆阳区迎宾路五金机电市场内私自销售假冒伪劣“众邦”牌油漆。民警立即展开调查走访，掌握充分证据。5月4日，民警依法传唤犯罪嫌疑人陶某并对其...看到市场上卖油漆的同行生意火爆，为了牟取暴利，从今年月开始，他经人介绍从西安购买了数批该品牌假冒伪劣油漆，秘密销售到金鸡滩一家工地。截至案发时，陶某共销售假冒伪劣油漆300多桶，涉案金额8万多元。...,2012-05-11 11:55,http://house.njdaily.cn/2012/0511/140016.shtml
工程院院士：食品安全问题不能全归咎于政府,...事件被公众误读了？陈君石：比如去年上海的“染色馒头”事件，是假冒伪劣问题，不是食品安全问题。“染色馒头”是用了政府批准的添加剂柠檬黄来生...食品添加剂标准中没有允许在馒头生产中使用柠檬黄。这是一个非常明确的假冒伪劣事件，但在人们的头脑中，都认为是个食品安全问题。这类...。后来，公安部破获了这样的案子，这是事实证据。这也说明，制造假冒伪劣食品的手段越来越奇异，远远超过科学家的假设。但地沟油是否如舆论所说...,2012-06-18 07:34,http://www.njdaily.cn/2012/0618/160861.shtml
王岐山：打击侵权假冒 推进政府机关软件正版化,...企业、生产经营者和广大消费者群体互动的工作平台作用。3月1日下午，由全国打击侵犯知识产权和制售假冒伪劣商品专项行动领导小组办公室、新闻出版总署（国家版权局）联合召开的全国软件正版化工作会议暨推进...经费保障、集中采购、督导检查等各项工作。中宣部、国务院办公厅等31家全国打击侵犯知识产权和制售假冒伪劣商品专项行动领导小组和推进企业使用正版软件部际联席会议成员单位率先于2010年12月底前完成软件正版化...,2012-07-16 21:50,http://www.njdaily.cn/2012/0716/182255.shtml
瑞典驻华大使馆致信公安部 感谢其保护知识产权,...民生安全作出更大贡献。今年以来，公安部组织全国公安机关坚持“为国打假、为民打假”，严打假冒伪劣犯罪。特别是从3月1日起，开展严厉打击经济犯罪“破案会战”，掀起打击假冒伪劣犯罪强大攻势，集中...的大要案。截至6月底，在去年“亮剑”行动立破案数全面上升9倍的基础上，全国公安机关破获假冒伪劣犯罪案件数继续大幅上升167.4%，抓获犯罪嫌疑人同比上升101.7%，集中铲除了一大批跨地区制假售假犯罪产业链...,2012-07-25 22:05,http://www.njdaily.cn/2012/0725/192930.shtml
冒牌水管屡漏水用户损失2万 厂家只赔1600,...漏水两次，小渗漏不断。对此，金德管内江分公司表示经过鉴定这些管子是假冒伪劣产品，经销商又大喊冤屈，长期在该公司拿货，怎么就成了假货？...水管弯头，说要鉴定产品的真伪。“后来我接到他们公司的电话，说管子是假冒伪劣产品。”蒋家强说。蒋家强立即找到经销商杨娴并要求解决漏水事故...吴姓工作人员，该工作人员终于承认了该公司销售的这批“金德管”为假冒伪劣产品。随后记者再打电话到金德管内江分公司的陈经理处询问，陈经理...,2013-03-07 14:29,http://house.njdaily.cn/2013/0307/344106.shtml
南京质监公布“2012年质监维权十大案例”,...为5.4%（V/V），不符合GB 11174-1997《液化石油气》标准规定的要求。浦口分局依据《江苏省惩治生产销售假冒伪劣商品行为条例》的规定，对该燃管所予以行政处罚。2.严查计量违法行为，维护消费者合法权益...为不合格。雨花台分局随后依据《计量法实施细则》的规定，对该酒店予以行政处罚。8.严打假冒伪劣，取缔假冒白酒窝点2012年2月27日，我局接到12345转办工单，有市民反映雨花台区板桥...,2013-03-08 16:14,http://www.njdaily.cn/2013/0308/345339.shtml
电商乱象：去年投诉近10万起 当当亚马逊列前十,...假冒产品 和虚假促销相比，消费者更不能忍受的是电商企业销售假冒伪劣产品。北京市朝阳法院庭审信息显示，3月14日朝阳法院公开审理了“原告...14款卡西欧手表在当当网上销售。业内人士指出，目前电商企业销售假冒伪劣产品的情况时有发生，其根本原因是希望通过低价产品吸引消费者，但这...全行业受到损害。京东商城被指售后差难获赔 除了虚假促销和销售假冒伪劣产品外，消费者投诉最多的，还有电商企业的售后问题，特别...,2013-03-15 13:56,http://www.njdaily.cn/2013/0315/351077.shtml
